saleID,saleDate,productID,productName,productCategory,productColor,productSize,quantity,unitPrice,costPrice,totalAmount,totalCost,customerID,customerName,location,locationLatitude,locationLongitude,salespersonID,salespersonName,status,salesChannel,year,month,year_month,revenue,cost,profit,margin_pct
S02304,2023-05-06 13:51:00,P1303,Jeans_303,Jeans,Black,XL,4,2251.3,2006.7,9005.2,8026.8,C22303,Kavin_2303,Chennai,13.0827,80.2707,SP144,Salesperson_44,Returned,online,2023,5,2023-05,9005.2,8026.8,978.4000000000005,0.10864833651667931
S02305,2024-05-26 16:57:00,P1304,Kurta_304,Kurta,Grey,L,4,2233.36,1396.23,8933.44,5584.92,C22304,Karthik_2304,Erode,11.34,77.7172,SP129,Salesperson_29,Shipped,in-store,2024,5,2024-05,8933.44,5584.92,3348.5200000000004,0.3748298527778773
S02306,2023-12-02 12:24:00,P1305,Sportswear_305,Sportswear,Green,S,2,491.31,345.85,982.62,691.7,C22305,Devi_2305,Erode,11.34,77.7172,SP126,Salesperson_26,Paid,online,2023,12,2023-12,982.62,691.7,290.91999999999996,0.2960656204840121
S02307,2023-08-09 16:17:00,P1306,Kid's_306,Kid's Wear,Yellow,L,3,1276.55,849.22,3829.65,2547.66,C22306,Bhuvana_2306,Madurai,9.9252,78.1198,SP125,Salesperson_25,Returned,in-store,2023,8,2023-08,3829.65,2547.66,1281.9900000000002,0.33475382867886105
S02308,2023-08-06 21:31:00,P1307,Men's_307,Men's Shirts,Pink,XXL,1,521.32,446.22,521.32,446.22,C22307,Ganesh_2307,Madurai,9.9252,78.1198,SP109,Salesperson_9,Cancelled,online,2023,8,2023-08,521.32,446.22,75.10000000000002,0.1440573927721937
S02309,2023-09-17 18:31:00,P1308,Kid's_308,Kid's Wear,Black,XS,4,1729.97,1407.88,6919.88,5631.52,C22308,Aarav_2308,Erode,11.34,77.7172,SP130,Salesperson_30,Pending,online,2023,9,2023-09,6919.88,5631.52,1288.3599999999997,0.18618241934831234
S02310,2024-07-27 14:04:00,P1309,T-Shirts_309,T-Shirts,Yellow,S,2,1412.02,1081.7,2824.04,2163.4,C22309,Aarav_2309,Vellore,12.9165,79.1325,SP125,Salesperson_25,Pending,mobile_app,2024,7,2024-07,2824.04,2163.4,660.6399999999999,0.2339343635359272
S02311,2024-08-12 17:18:00,P1310,T-Shirts_310,T-Shirts,Maroon,M,2,1353.63,1164.1,2707.26,2328.2,C22310,Meena_2310,Tiruchirappalli,10.7905,78.7047,SP131,Salesperson_31,Cancelled,third-party,2024,8,2024-08,2707.26,2328.2,379.0600000000004,0.14001610484401217
S02312,2024-05-31 21:04:00,P1311,Sportswear_311,Sportswear,Pink,L,4,981.0,680.08,3924.0,2720.32,C22311,Bhuvana_2311,Madurai,9.9252,78.1198,SP131,Salesperson_31,Paid,online,2024,5,2024-05,3924.0,2720.32,1203.6799999999998,0.3067482161060142
S02313,2024-09-11 19:39:00,P1312,Sarees_312,Sarees,Blue,XS,1,1146.41,933.79,1146.41,933.79,C22312,Karthik_2312,Vellore,12.9165,79.1325,SP138,Salesperson_38,Returned,in-store,2024,9,2024-09,1146.41,933.79,212.62000000000012,0.1854659327814657
S02314,2023-11-13 15:25:00,P1313,Kid's_313,Kid's Wear,Black,XL,1,2210.2,1914.45,2210.2,1914.45,C22313,Ravi_2313,Tiruchirappalli,10.7905,78.7047,SP126,Salesperson_26,Shipped,in-store,2023,11,2023-11,2210.2,1914.45,295.7499999999998,0.1338114197810152
S02315,2023-01-08 20:16:00,P1314,Men's_314,Men's Shirts,White,XXL,4,537.25,468.8,2149.0,1875.2,C22314,Kavin_2314,Tirunelveli,8.7139,77.7567,SP140,Salesperson_40,Returned,in-store,2023,1,2023-01,2149.0,1875.2,273.79999999999995,0.12740809678920426
S02316,2023-07-04 20:47:00,P1315,Kurta_315,Kurta,Blue,XL,1,2008.51,1741.44,2008.51,1741.44,C22315,Kavin_2315,Salem,11.6643,78.146,SP121,Salesperson_21,Returned,mobile_app,2023,7,2023-07,2008.51,1741.44,267.06999999999994,0.13296921598597963
S02317,2023-12-26 21:59:00,P1316,Kid's_316,Kid's Wear,Yellow,XL,1,1958.72,1318.57,1958.72,1318.57,C22316,Ravi_2316,Coimbatore,11.0168,76.9558,SP101,Salesperson_1,Shipped,in-store,2023,12,2023-12,1958.72,1318.57,640.1500000000001,0.3268205767031531
S02318,2024-06-29 14:31:00,P1317,Sarees_317,Sarees,Pink,S,3,1364.86,1175.51,4094.58,3526.53,C22317,Meena_2317,Tirunelveli,8.7139,77.7567,SP144,Salesperson_44,Pending,online,2024,6,2024-06,4094.58,3526.53,568.0499999999997,0.13873217765924703
S02319,2023-05-19 15:56:00,P1318,Sarees_318,Sarees,Grey,M,4,1610.45,1159.71,6441.8,4638.84,C22318,Anu_2318,Tirunelveli,8.7139,77.7567,SP136,Salesperson_36,Returned,in-store,2023,5,2023-05,6441.8,4638.84,1802.96,0.2798845043310876
S02320,2023-01-08 11:19:00,P1319,Jeans_319,Jeans,Green,M,1,1239.84,1047.97,1239.84,1047.97,C22319,Sanjay_2319,Tiruchirappalli,10.7905,78.7047,SP145,Salesperson_45,Cancelled,in-store,2023,1,2023-01,1239.84,1047.97,191.8699999999999,0.15475383920505864
S02321,2023-12-13 14:39:00,P1320,Jeans_320,Jeans,Black,L,3,1043.43,820.67,3130.29,2462.01,C22320,Sathish_2320,Vellore,12.9165,79.1325,SP101,Salesperson_1,Returned,in-store,2023,12,2023-12,3130.29,2462.01,668.2799999999997,0.21348820716291453
S02322,2023-02-12 16:54:00,P1321,Women's_321,Women's Dresses,Pink,S,1,1748.87,1058.95,1748.87,1058.95,C22321,Sathish_2321,Tirunelveli,8.7139,77.7567,SP105,Salesperson_5,Cancelled,mobile_app,2023,2,2023-02,1748.87,1058.95,689.9199999999998,0.39449473088337034
S02323,2024-05-06 13:18:00,P1322,Sportswear_322,Sportswear,Grey,XL,2,1799.66,1390.27,3599.32,2780.54,C22322,Ganesh_2322,Salem,11.6643,78.146,SP104,Salesperson_4,Shipped,online,2024,5,2024-05,3599.32,2780.54,818.7800000000002,0.2274818576842293
S02324,2023-05-04 17:01:00,P1323,Kurta_323,Kurta,Black,M,2,917.35,672.53,1834.7,1345.06,C22323,Devi_2323,Madurai,9.9252,78.1198,SP123,Salesperson_23,Paid,in-store,2023,5,2023-05,1834.7,1345.06,489.6400000000001,0.26687741865155074
S02325,2023-03-20 11:43:00,P1324,Sportswear_324,Sportswear,Black,S,4,987.6,888.31,3950.4,3553.24,C22324,Lakshmi_2324,Chennai,13.0827,80.2707,SP120,Salesperson_20,Returned,in-store,2023,3,2023-03,3950.4,3553.24,397.1600000000003,0.10053665451599846
S02326,2023-01-03 10:49:00,P1325,Sportswear_325,Sportswear,Maroon,S,1,1689.27,1082.67,1689.27,1082.67,C22325,Sanjay_2325,Salem,11.6643,78.146,SP120,Salesperson_20,Shipped,in-store,2023,1,2023-01,1689.27,1082.67,606.5999999999999,0.35909002113338895
S02327,2024-01-19 16:58:00,P1326,Sarees_326,Sarees,Maroon,S,4,746.53,560.63,2986.12,2242.52,C22326,Bhuvana_2326,Tiruchirappalli,10.7905,78.7047,SP138,Salesperson_38,Cancelled,online,2024,1,2024-01,2986.12,2242.52,743.5999999999999,0.2490187936184748
S02328,2024-08-25 19:19:00,P1327,Women's_327,Women's Dresses,White,XXL,2,1856.18,1203.28,3712.36,2406.56,C22327,Aarav_2327,Tiruchirappalli,10.7905,78.7047,SP133,Salesperson_33,Cancelled,in-store,2024,8,2024-08,3712.36,2406.56,1305.8000000000002,0.3517439041472271
S02329,2024-02-16 10:17:00,P1328,T-Shirts_328,T-Shirts,Black,L,4,622.6,469.1,2490.4,1876.4,C22328,Priya_2328,Chennai,13.0827,80.2707,SP119,Salesperson_19,Returned,mobile_app,2024,2,2024-02,2490.4,1876.4,614.0,0.24654673947960165
S02330,2023-03-02 21:20:00,P1329,Jeans_329,Jeans,Green,M,3,1017.73,885.36,3053.19,2656.08,C22329,Aarav_2329,Chennai,13.0827,80.2707,SP141,Salesperson_41,Shipped,in-store,2023,3,2023-03,3053.19,2656.08,397.1100000000001,0.13006396588486144
S02331,2023-03-18 13:46:00,P1330,Women's_330,Women's Dresses,Yellow,L,3,1392.34,866.71,4177.02,2600.13,C22330,Sanjay_2330,Madurai,9.9252,78.1198,SP128,Salesperson_28,Shipped,online,2023,3,2023-03,4177.02,2600.13,1576.8900000000003,0.377515549362943
S02332,2023-03-13 14:56:00,P1331,Kid's_331,Kid's Wear,Grey,M,1,2195.52,1558.68,2195.52,1558.68,C22331,Diya_2331,Salem,11.6643,78.146,SP129,Salesperson_29,Returned,online,2023,3,2023-03,2195.52,1558.68,636.8399999999999,0.29006340183646695
S02333,2023-01-29 21:01:00,P1332,Jeans_332,Jeans,Grey,M,2,2067.57,1360.83,4135.14,2721.66,C22332,Kavin_2332,Madurai,9.9252,78.1198,SP120,Salesperson_20,Paid,in-store,2023,1,2023-01,4135.14,2721.66,1413.4800000000005,0.34182155864130365
S02334,2023-06-03 20:49:00,P1333,Women's_333,Women's Dresses,Red,M,1,570.16,373.1,570.16,373.1,C22333,Anu_2333,Vellore,12.9165,79.1325,SP123,Salesperson_23,Pending,in-store,2023,6,2023-06,570.16,373.1,197.05999999999995,0.3456222814648519
S02335,2024-01-03 17:44:00,P1334,Sarees_334,Sarees,Pink,XL,2,283.15,197.19,566.3,394.38,C22334,Aarav_2334,Erode,11.34,77.7172,SP141,Salesperson_41,Returned,in-store,2024,1,2024-01,566.3,394.38,171.91999999999996,0.303584672435105
S02336,2024-05-11 21:16:00,P1335,Kurta_335,Kurta,Green,M,2,2447.52,1895.94,4895.04,3791.88,C22335,Sathish_2335,Chennai,13.0827,80.2707,SP141,Salesperson_41,Returned,in-store,2024,5,2024-05,4895.04,3791.88,1103.1599999999999,0.2253628162384781
S02337,2024-07-17 21:40:00,P1336,Sarees_336,Sarees,Red,XL,1,756.83,552.31,756.83,552.31,C22336,Aarav_2336,Madurai,9.9252,78.1198,SP131,Salesperson_31,Paid,third-party,2024,7,2024-07,756.83,552.31,204.5200000000001,0.2702324167910893
S02338,2023-06-15 20:06:00,P1337,Women's_337,Women's Dresses,Green,S,4,901.35,638.17,3605.4,2552.68,C22337,Diya_2337,Madurai,9.9252,78.1198,SP145,Salesperson_45,Pending,in-store,2023,6,2023-06,3605.4,2552.68,1052.7200000000003,0.2919842458534421
S02339,2023-10-01 11:02:00,P1338,Women's_338,Women's Dresses,Yellow,M,1,1931.42,1370.76,1931.42,1370.76,C22338,Karthik_2338,Coimbatore,11.0168,76.9558,SP126,Salesperson_26,Returned,in-store,2023,10,2023-10,1931.42,1370.76,560.6600000000001,0.290283832620559
S02340,2024-04-17 15:32:00,P1339,Women's_339,Women's Dresses,Grey,L,1,1674.57,1483.79,1674.57,1483.79,C22339,Anu_2339,Chennai,13.0827,80.2707,SP133,Salesperson_33,Shipped,in-store,2024,4,2024-04,1674.57,1483.79,190.77999999999997,0.1139277545877449
S02341,2024-06-29 15:38:00,P1340,Kurta_340,Kurta,Green,XL,4,2119.17,1367.0,8476.68,5468.0,C22340,Bhuvana_2340,Coimbatore,11.0168,76.9558,SP113,Salesperson_13,Shipped,in-store,2024,6,2024-06,8476.68,5468.0,3008.6800000000003,0.35493613065492624
S02342,2024-03-04 11:55:00,P1341,Kid's_341,Kid's Wear,Blue,M,1,957.33,614.7,957.33,614.7,C22341,Meena_2341,Tiruchirappalli,10.7905,78.7047,SP103,Salesperson_3,Cancelled,in-store,2024,3,2024-03,957.33,614.7,342.63,0.3579016640030083
S02343,2023-08-30 18:23:00,P1342,Men's_342,Men's Shirts,Red,XXL,1,2087.96,1425.49,2087.96,1425.49,C22342,Bhuvana_2342,Tiruchirappalli,10.7905,78.7047,SP130,Salesperson_30,Paid,in-store,2023,8,2023-08,2087.96,1425.49,662.47,0.31728098239429875
S02344,2024-06-01 13:11:00,P1343,Men's_343,Men's Shirts,Black,S,1,1031.78,805.21,1031.78,805.21,C22343,Kavin_2343,Madurai,9.9252,78.1198,SP132,Salesperson_32,Returned,in-store,2024,6,2024-06,1031.78,805.21,226.56999999999994,0.21959138576053028
S02345,2024-02-01 16:54:00,P1344,Sarees_344,Sarees,Pink,XXL,2,818.12,620.85,1636.24,1241.7,C22344,Lakshmi_2344,Erode,11.34,77.7172,SP101,Salesperson_1,Cancelled,in-store,2024,2,2024-02,1636.24,1241.7,394.53999999999996,0.2411259961863785
S02346,2024-07-27 21:06:00,P1345,T-Shirts_345,T-Shirts,Grey,XS,2,1638.41,1384.6,3276.82,2769.2,C22345,Lakshmi_2345,Erode,11.34,77.7172,SP135,Salesperson_35,Paid,in-store,2024,7,2024-07,3276.82,2769.2,507.62000000000035,0.15491238456796538
S02347,2024-02-29 20:56:00,P1346,Men's_346,Men's Shirts,Black,XL,2,639.94,548.36,1279.88,1096.72,C22346,Aarav_2346,Tiruchirappalli,10.7905,78.7047,SP114,Salesperson_14,Cancelled,online,2024,2,2024-02,1279.88,1096.72,183.16000000000008,0.1431071662968404
S02348,2024-07-27 13:49:00,P1347,Sportswear_347,Sportswear,Red,M,3,988.75,880.64,2966.25,2641.92,C22347,Devi_2347,Coimbatore,11.0168,76.9558,SP137,Salesperson_37,Returned,online,2024,7,2024-07,2966.25,2641.92,324.3299999999999,0.10934007585335016
S02349,2024-03-27 14:11:00,P1348,Kid's_348,Kid's Wear,Pink,S,3,2443.93,2098.73,7331.79,6296.19,C22348,Kavin_2348,Chennai,13.0827,80.2707,SP140,Salesperson_40,Cancelled,in-store,2024,3,2024-03,7331.79,6296.19,1035.6000000000004,0.14124790808247378
S02350,2024-06-10 11:45:00,P1349,T-Shirts_349,T-Shirts,White,XL,2,325.4,227.43,650.8,454.86,C22349,Karthik_2349,Erode,11.34,77.7172,SP110,Salesperson_10,Pending,in-store,2024,6,2024-06,650.8,454.86,195.93999999999994,0.30107559926244615
S02351,2023-10-28 12:18:00,P1350,T-Shirts_350,T-Shirts,Yellow,S,3,1962.31,1398.14,5886.93,4194.42,C22350,Karthik_2350,Salem,11.6643,78.146,SP125,Salesperson_25,Paid,mobile_app,2023,10,2023-10,5886.93,4194.42,1692.5100000000002,0.28750299392043055
S02352,2024-01-03 20:01:00,P1351,T-Shirts_351,T-Shirts,Grey,XS,1,2429.92,1584.53,2429.92,1584.53,C22351,Ravi_2351,Erode,11.34,77.7172,SP113,Salesperson_13,Pending,in-store,2024,1,2024-01,2429.92,1584.53,845.3900000000001,0.3479085731217489
S02353,2023-05-25 16:05:00,P1352,Women's_352,Women's Dresses,Red,L,1,1538.12,1163.78,1538.12,1163.78,C22352,Sanjay_2352,Coimbatore,11.0168,76.9558,SP147,Salesperson_47,Pending,in-store,2023,5,2023-05,1538.12,1163.78,374.3399999999999,0.2433750292564949
S02354,2023-08-04 16:57:00,P1353,Jeans_353,Jeans,White,XXL,1,2344.63,1510.03,2344.63,1510.03,C22353,Lakshmi_2353,Tiruchirappalli,10.7905,78.7047,SP137,Salesperson_37,Returned,in-store,2023,8,2023-08,2344.63,1510.03,834.6000000000001,0.3559623480037362
S02355,2024-03-26 20:30:00,P1354,Sarees_354,Sarees,Grey,XS,3,251.4,163.78,754.2,491.34,C22354,Lakshmi_2354,Tiruchirappalli,10.7905,78.7047,SP136,Salesperson_36,Returned,in-store,2024,3,2024-03,754.2,491.34,262.86000000000007,0.34852824184566433
S02356,2024-01-03 18:12:00,P1355,Jeans_355,Jeans,Maroon,XS,3,1066.27,823.35,3198.81,2470.05,C22355,Vishal_2355,Chennai,13.0827,80.2707,SP113,Salesperson_13,Pending,in-store,2024,1,2024-01,3198.81,2470.05,728.7599999999998,0.2278222213885788
S02357,2023-01-18 13:42:00,P1356,Sarees_356,Sarees,Black,L,2,2356.98,1417.22,4713.96,2834.44,C22356,Devi_2356,Erode,11.34,77.7172,SP146,Salesperson_46,Returned,online,2023,1,2023-01,4713.96,2834.44,1879.52,0.3987136080917106
S02358,2024-07-29 10:57:00,P1357,Sportswear_357,Sportswear,Pink,XL,1,983.88,872.11,983.88,872.11,C22357,Sanjay_2357,Madurai,9.9252,78.1198,SP131,Salesperson_31,Shipped,in-store,2024,7,2024-07,983.88,872.11,111.76999999999998,0.11360125218522582
S02359,2024-03-28 16:30:00,P1358,T-Shirts_358,T-Shirts,Black,XS,1,1604.72,1307.45,1604.72,1307.45,C22358,Sathish_2358,Coimbatore,11.0168,76.9558,SP100,Salesperson_0,Paid,in-store,2024,3,2024-03,1604.72,1307.45,297.27,0.18524727055187196
S02360,2024-05-10 13:02:00,P1359,Men's_359,Men's Shirts,Red,M,2,1198.1,748.66,2396.2,1497.32,C22359,Ganesh_2359,Chennai,13.0827,80.2707,SP119,Salesperson_19,Shipped,online,2024,5,2024-05,2396.2,1497.32,898.8799999999999,0.3751272848677072
S02361,2023-03-08 15:31:00,P1360,Kurta_360,Kurta,Green,XS,3,2304.22,1479.49,6912.66,4438.47,C22360,Aarav_2360,Tirunelveli,8.7139,77.7567,SP113,Salesperson_13,Pending,in-store,2023,3,2023-03,6912.66,4438.47,2474.1899999999996,0.3579215526295232
S02362,2023-12-16 17:32:00,P1361,Kurta_361,Kurta,Yellow,XS,1,1451.78,1221.36,1451.78,1221.36,C22361,Vishal_2361,Erode,11.34,77.7172,SP141,Salesperson_41,Paid,in-store,2023,12,2023-12,1451.78,1221.36,230.42000000000007,0.15871550785931757
S02363,2023-12-16 20:03:00,P1362,T-Shirts_362,T-Shirts,Red,XS,1,1793.46,1362.38,1793.46,1362.38,C22362,Vishal_2362,Madurai,9.9252,78.1198,SP116,Salesperson_16,Shipped,in-store,2023,12,2023-12,1793.46,1362.38,431.0799999999999,0.2403622049000256
S02364,2023-10-10 14:50:00,P1363,Jeans_363,Jeans,Blue,XXL,3,864.28,619.04,2592.84,1857.12,C22363,Devi_2363,Chennai,13.0827,80.2707,SP130,Salesperson_30,Pending,mobile_app,2023,10,2023-10,2592.84,1857.12,735.7200000000003,0.2837506363678438
S02365,2024-02-12 16:57:00,P1364,Men's_364,Men's Shirts,Blue,XS,3,414.39,254.34,1243.17,763.02,C22364,Devi_2364,Tiruchirappalli,10.7905,78.7047,SP129,Salesperson_29,Cancelled,in-store,2024,2,2024-02,1243.17,763.02,480.1500000000001,0.3862303627018027
S02366,2023-03-14 12:30:00,P1365,T-Shirts_365,T-Shirts,White,XS,2,354.35,257.43,708.7,514.86,C22365,Devi_2365,Vellore,12.9165,79.1325,SP104,Salesperson_4,Pending,in-store,2023,3,2023-03,708.7,514.86,193.84000000000003,0.2735148864117398
S02367,2023-09-14 21:25:00,P1366,Jeans_366,Jeans,Blue,L,1,1036.8,644.69,1036.8,644.69,C22366,Lakshmi_2366,Erode,11.34,77.7172,SP101,Salesperson_1,Paid,in-store,2023,9,2023-09,1036.8,644.69,392.1099999999999,0.3781925154320987
S02368,2024-01-05 16:50:00,P1367,Sportswear_367,Sportswear,Pink,L,2,2422.53,1564.79,4845.06,3129.58,C22367,Priya_2367,Madurai,9.9252,78.1198,SP100,Salesperson_0,Cancelled,online,2024,1,2024-01,4845.06,3129.58,1715.4800000000005,0.3540678546808503
S02369,2024-04-27 14:34:00,P1368,Men's_368,Men's Shirts,Blue,M,2,1477.69,1252.32,2955.38,2504.64,C22368,Devi_2368,Salem,11.6643,78.146,SP146,Salesperson_46,Shipped,in-store,2024,4,2024-04,2955.38,2504.64,450.74000000000024,0.1525150742036558
S02370,2023-11-24 20:37:00,P1369,Jeans_369,Jeans,White,XS,3,1695.23,1477.06,5085.69,4431.18,C22369,Lakshmi_2369,Salem,11.6643,78.146,SP112,Salesperson_12,Pending,online,2023,11,2023-11,5085.69,4431.18,654.5099999999993,0.12869640107831962
S02371,2023-02-25 12:50:00,P1370,Sportswear_370,Sportswear,Red,XXL,2,381.03,284.21,762.06,568.42,C22370,Aarav_2370,Erode,11.34,77.7172,SP135,Salesperson_35,Shipped,in-store,2023,2,2023-02,762.06,568.42,193.64,0.25410072697687847
S02372,2023-05-17 12:56:00,P1371,Jeans_371,Jeans,Red,M,4,1028.87,749.09,4115.48,2996.36,C22371,Karthik_2371,Coimbatore,11.0168,76.9558,SP138,Salesperson_38,Returned,in-store,2023,5,2023-05,4115.48,2996.36,1119.1199999999994,0.2719293982718904
S02373,2024-09-30 19:53:00,P1372,Sportswear_372,Sportswear,Grey,XL,2,1092.62,746.57,2185.24,1493.14,C22372,Kavin_2372,Tirunelveli,8.7139,77.7567,SP142,Salesperson_42,Returned,in-store,2024,9,2024-09,2185.24,1493.14,692.0999999999997,0.31671578407863654
S02374,2024-01-06 13:18:00,P1373,Kid's_373,Kid's Wear,Yellow,XXL,2,307.26,224.21,614.52,448.42,C22373,Lakshmi_2373,Tirunelveli,8.7139,77.7567,SP126,Salesperson_26,Pending,online,2024,1,2024-01,614.52,448.42,166.09999999999997,0.2702922606261797
S02375,2024-06-21 10:40:00,P1374,Kurta_374,Kurta,Yellow,L,1,825.44,590.38,825.44,590.38,C22374,Karthik_2374,Salem,11.6643,78.146,SP109,Salesperson_9,Shipped,online,2024,6,2024-06,825.44,590.38,235.06000000000006,0.28476933514246955
S02376,2024-04-22 21:31:00,P1375,Kurta_375,Kurta,Yellow,L,3,541.05,438.58,1623.15,1315.74,C22375,Diya_2375,Salem,11.6643,78.146,SP108,Salesperson_8,Returned,online,2024,4,2024-04,1623.15,1315.74,307.4100000000001,0.18939099898345813
S02377,2024-04-16 18:20:00,P1376,Sarees_376,Sarees,Grey,L,1,827.05,622.19,827.05,622.19,C22376,Sanjay_2376,Madurai,9.9252,78.1198,SP102,Salesperson_2,Returned,online,2024,4,2024-04,827.05,622.19,204.8599999999999,0.24769965540172892
S02378,2023-07-25 21:25:00,P1377,Kid's_377,Kid's Wear,Yellow,XL,1,686.38,466.55,686.38,466.55,C22377,Lakshmi_2377,Madurai,9.9252,78.1198,SP136,Salesperson_36,Pending,in-store,2023,7,2023-07,686.38,466.55,219.82999999999998,0.32027448352224713
S02379,2023-03-03 14:02:00,P1378,Jeans_378,Jeans,Pink,XS,2,279.13,202.18,558.26,404.36,C22378,Bhuvana_2378,Erode,11.34,77.7172,SP107,Salesperson_7,Cancelled,third-party,2023,3,2023-03,558.26,404.36,153.89999999999998,0.2756779994984416
S02380,2023-05-07 12:17:00,P1379,Men's_379,Men's Shirts,Maroon,XS,3,2405.0,1458.47,7215.0,4375.41,C22379,Sathish_2379,Chennai,13.0827,80.2707,SP116,Salesperson_16,Cancelled,in-store,2023,5,2023-05,7215.0,4375.41,2839.59,0.3935675675675676
S02381,2024-04-25 21:51:00,P1380,Kid's_380,Kid's Wear,Black,XXL,2,1676.31,1493.28,3352.62,2986.56,C22380,Devi_2380,Tirunelveli,8.7139,77.7567,SP131,Salesperson_31,Paid,in-store,2024,4,2024-04,3352.62,2986.56,366.05999999999995,0.10918624836694882
S02382,2023-03-31 15:51:00,P1381,Sarees_381,Sarees,Yellow,XL,1,1440.87,1163.18,1440.87,1163.18,C22381,Ganesh_2381,Erode,11.34,77.7172,SP133,Salesperson_33,Shipped,in-store,2023,3,2023-03,1440.87,1163.18,277.6899999999998,0.19272384045750127
S02383,2023-10-01 20:46:00,P1382,Jeans_382,Jeans,Yellow,XXL,2,1063.67,780.93,2127.34,1561.86,C22382,Priya_2382,Coimbatore,11.0168,76.9558,SP114,Salesperson_14,Shipped,third-party,2023,10,2023-10,2127.34,1561.86,565.4800000000002,0.265815525491929
S02384,2024-05-28 19:43:00,P1383,Kid's_383,Kid's Wear,Black,XXL,2,1130.39,777.09,2260.78,1554.18,C22383,Aarav_2383,Coimbatore,11.0168,76.9558,SP131,Salesperson_31,Pending,in-store,2024,5,2024-05,2260.78,1554.18,706.6000000000001,0.3125469970541141
S02385,2023-06-02 16:06:00,P1384,Women's_384,Women's Dresses,White,S,4,203.07,141.57,812.28,566.28,C22384,Sanjay_2384,Erode,11.34,77.7172,SP119,Salesperson_19,Pending,online,2023,6,2023-06,812.28,566.28,246.0,0.3028512335647806
S02386,2023-05-23 21:43:00,P1385,Women's_385,Women's Dresses,Black,XS,1,413.54,312.24,413.54,312.24,C22385,Aarav_2385,Chennai,13.0827,80.2707,SP118,Salesperson_18,Paid,in-store,2023,5,2023-05,413.54,312.24,101.30000000000001,0.24495816607825122
S02387,2023-05-19 16:50:00,P1386,Jeans_386,Jeans,Green,XXL,4,803.45,651.77,3213.8,2607.08,C22386,Diya_2386,Coimbatore,11.0168,76.9558,SP116,Salesperson_16,Shipped,online,2023,5,2023-05,3213.8,2607.08,606.7200000000003,0.18878586097454733
S02388,2023-04-26 15:01:00,P1387,Women's_387,Women's Dresses,Pink,M,2,903.25,666.49,1806.5,1332.98,C22387,Lakshmi_2387,Erode,11.34,77.7172,SP100,Salesperson_0,Cancelled,in-store,2023,4,2023-04,1806.5,1332.98,473.52,0.26212012178245225
S02389,2023-05-02 17:30:00,P1388,T-Shirts_388,T-Shirts,Yellow,L,1,654.59,486.94,654.59,486.94,C22388,Karthik_2388,Tiruchirappalli,10.7905,78.7047,SP119,Salesperson_19,Shipped,online,2023,5,2023-05,654.59,486.94,167.65000000000003,0.25611451442887917
S02390,2024-07-30 16:40:00,P1389,Sportswear_389,Sportswear,Red,XXL,1,1749.65,1536.74,1749.65,1536.74,C22389,Ravi_2389,Chennai,13.0827,80.2707,SP131,Salesperson_31,Returned,in-store,2024,7,2024-07,1749.65,1536.74,212.91000000000008,0.12168719458177354
S02391,2023-08-14 13:34:00,P1390,Sarees_390,Sarees,Red,M,1,880.78,614.66,880.78,614.66,C22390,Devi_2390,Vellore,12.9165,79.1325,SP124,Salesperson_24,Cancelled,in-store,2023,8,2023-08,880.78,614.66,266.12,0.3021412838620314
S02392,2024-09-16 12:18:00,P1391,Women's_391,Women's Dresses,Pink,XXL,1,2184.96,1584.1,2184.96,1584.1,C22391,Sathish_2391,Tirunelveli,8.7139,77.7567,SP143,Salesperson_43,Shipped,in-store,2024,9,2024-09,2184.96,1584.1,600.8600000000001,0.2749981693028706
S02393,2024-04-28 20:18:00,P1392,Men's_392,Men's Shirts,Pink,XS,1,904.14,609.67,904.14,609.67,C22392,Ravi_2392,Coimbatore,11.0168,76.9558,SP130,Salesperson_30,Returned,in-store,2024,4,2024-04,904.14,609.67,294.47,0.3256907116154578
S02394,2023-09-07 10:48:00,P1393,Women's_393,Women's Dresses,Blue,S,2,1500.52,1096.71,3001.04,2193.42,C22393,Devi_2393,Coimbatore,11.0168,76.9558,SP129,Salesperson_29,Shipped,in-store,2023,9,2023-09,3001.04,2193.42,807.6199999999999,0.26911337403033614
S02395,2023-12-17 12:25:00,P1394,Sarees_394,Sarees,Black,XL,1,1734.03,1272.98,1734.03,1272.98,C22394,Ravi_2394,Chennai,13.0827,80.2707,SP120,Salesperson_20,Returned,in-store,2023,12,2023-12,1734.03,1272.98,461.04999999999995,0.26588351989296605
S02396,2024-08-30 20:06:00,P1395,Sportswear_395,Sportswear,Black,XL,4,1866.65,1139.9,7466.6,4559.6,C22395,Priya_2395,Coimbatore,11.0168,76.9558,SP100,Salesperson_0,Pending,in-store,2024,8,2024-08,7466.6,4559.6,2907.0,0.38933383333779764
S02397,2024-10-10 20:17:00,P1396,Men's_396,Men's Shirts,Maroon,L,1,1300.98,939.08,1300.98,939.08,C22396,Diya_2396,Madurai,9.9252,78.1198,SP129,Salesperson_29,Returned,in-store,2024,10,2024-10,1300.98,939.08,361.9,0.27817491429537733
S02398,2024-07-21 10:53:00,P1397,Kurta_397,Kurta,Maroon,XXL,2,1896.34,1139.29,3792.68,2278.58,C22397,Devi_2397,Chennai,13.0827,80.2707,SP116,Salesperson_16,Cancelled,third-party,2024,7,2024-07,3792.68,2278.58,1514.1,0.39921638524737124
